Index,Unassigned;__;__;__;__,k__Bacteria;__;__;__;__,k__Bacteria;p__AD3;c__ABS-6;o__;f__,k__Bacteria;p__AD3;c__JG37-AG-4;o__;f__,k__Bacteria;p__Acidobacteria;c__;o__;f__,k__Bacteria;p__Acidobacteria;c__Acidobacteria-5;o__;f__,k__Bacteria;p__Acidobacteria;c__Acidobacteria-6;__;__,k__Bacteria;p__Acidobacteria;c__Acidobacteria-6;o__;f__,k__Bacteria;p__Acidobacteria;c__Acidobacteria-6;o__CCU21;f__,k__Bacteria;p__Acidobacteria;c__Acidobacteria-6;o__iii1-15;f__,k__Bacteria;p__Acidobacteria;c__Acidobacteria-6;o__iii1-15;f__RB40,k__Bacteria;p__Acidobacteria;c__Acidobacteria-6;o__iii1-15;f__mb2424,k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales;f__Acidobacteriaceae,k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales;f__Koribacteraceae,k__Bacteria;p__Acidobacteria;c__BPC102;o__;f__,k__Bacteria;p__Acidobacteria;c__BPC102;o__MVS-40;f__,k__Bacteria;p__Acidobacteria;c__DA052;o__Ellin6513;f__,k__Bacteria;p__Acidobacteria;c__EC1113;o__;f__,k__Bacteria;p__Acidobacteria;c__Holophagae;o__Holophagales;f__Holophagaceae,k__Bacteria;p__Acidobacteria;c__PAUC37f;o__;f__,k__Bacteria;p__Acidobacteria;c__S035;o__;f__,k__Bacteria;p__Acidobacteria;c__Solibacteres;o__JH-WHS99;f__,k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales;__,k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales;f__,k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales;f__AKIW659,k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales;f__PAUC26f,k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales;f__Solibacteraceae,k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales;f__[Bryobacteraceae],k__Bacteria;p__Acidobacteria;c__Sva0725;o__Sva0725;f__,k__Bacteria;p__Acidobacteria;c__TM1;o__;f__,k__Bacteria;p__Acidobacteria;c__[Chloracidobacteria];o__11-24;f__,k__Bacteria;p__Acidobacteria;c__[Chloracidobacteria];o__DS-100;f__,k__Bacteria;p__Acidobacteria;c__[Chloracidobacteria];o__PK29;f__,k__Bacteria;p__Acidobacteria;c__[Chloracidobacteria];o__RB41;f__,k__Bacteria;p__Acidobacteria;c__[Chloracidobacteria];o__RB41;f__Ellin6075,k__Bacteria;p__Acidobacteria;c__iii1-8;o__32-20;f__,k__Bacteria;p__Acidobacteria;c__iii1-8;o__DS-18;f__,k__Bacteria;p__Acidobacteria;c__iii1-8;o__SJA-36;f__,k__Bacteria;p__Actinobacteria;__;__;__,k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;__,k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__,k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__AKIW874,k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__C111,k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__EB1017,k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__Iamiaceae,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;__,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Frankiaceae,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Geodermatophilaceae,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Intrasporangiaceae,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micromonosporaceae,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Mycobacteriaceae,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardiaceae,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Propionibacteriaceae,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Pseudonocardiaceae,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Sporichthyaceae,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Streptomycetaceae,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Streptosporangiaceae,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Thermomonosporaceae,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__,k__Bacteria;p__Actinobacteria;c__MB-A2-108;o__0319-7L14;f__,k__Bacteria;p__Actinobacteria;c__MB-A2-108;o__;f__,k__Bacteria;p__Actinobacteria;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae,k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Gaiellales;f__,k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Gaiellales;f__AK1AB1_02E,k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae,k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;__,k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__,k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Conexibacteraceae,k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Patulibacteraceae,k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae,k__Bacteria;p__Armatimonadetes;c__0319-6E2;o__;f__,k__Bacteria;p__Armatimonadetes;c__Armatimonadia;o__Armatimonadales;f__Armatimonadaceae,k__Bacteria;p__Armatimonadetes;c__Armatimonadia;o__FW68;f__,k__Bacteria;p__Armatimonadetes;c__Chthonomonadetes;__;__,k__Bacteria;p__Armatimonadetes;c__Chthonomonadetes;o__Chthonomonadales;f__Chthonomonadaceae,k__Bacteria;p__Armatimonadetes;c__Chthonomonadetes;o__SJA-22;f__,k__Bacteria;p__Armatimonadetes;c__OPB50;o__;f__,k__Bacteria;p__Armatimonadetes;c__[Fimbriimonadia];o__[Fimbriimonadales];f__[Fimbriimonadaceae],k__Bacteria;p__BRC1;c__PRR-11;o__;f__,k__Bacteria;p__Bacteroidetes;__;__;__,k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;__,k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__,k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae,k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae,k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__[Weeksellaceae],k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__,k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae,k__Bacteria;p__Bacteroidetes;c__VC2_1_Bac22;o__;f__,k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];__,k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];f__,k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];f__Chitinophagaceae,k__Bacteria;p__Chlamydiae;c__Chlamydiia;__;__,k__Bacteria;p__Chlamydiae;c__Chlamydiia;o__;f__,k__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Chlamydiales;__,k__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Chlamydiales;f__,k__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Chlamydiales;f__Parachlamydiaceae,k__Bacteria;p__Chlorobi;c__;o__;f__,k__Bacteria;p__Chlorobi;c__SJA-28;o__;f__,k__Bacteria;p__Chloroflexi;__;__;__,k__Bacteria;p__Chloroflexi;c__;o__;f__,k__Bacteria;p__Chloroflexi;c__Anaerolineae;__;__,k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__Anaerolinaceae,k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Caldilineales;f__Caldilineaceae,k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__SBR1031;f__A4b,k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__SBR1031;f__oc28,k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__WCHB1-50;f__,k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__envOPS12;f__,k__Bacteria;p__Chloroflexi;c__C0119;o__;f__,k__Bacteria;p__Chloroflexi;c__Chloroflexi;o__AKIW781;f__,k__Bacteria;p__Chloroflexi;c__Chloroflexi;o__[Roseiflexales];f__,k__Bacteria;p__Chloroflexi;c__Chloroflexi;o__[Roseiflexales];f__[Kouleothrixaceae],k__Bacteria;p__Chloroflexi;c__Ellin6529;o__;f__,k__Bacteria;p__Chloroflexi;c__Gitt-GS-136;o__;f__,k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;__;__,k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__JG30-KF-AS9;f__,k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__Ktedonobacterales;f__Ktedonobacteraceae,k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__Thermogemmatisporales;f__Thermogemmatisporaceae,k__Bacteria;p__Chloroflexi;c__P2-11E;o__;f__,k__Bacteria;p__Chloroflexi;c__S085;o__;f__,k__Bacteria;p__Chloroflexi;c__SHA-26;o__;f__,k__Bacteria;p__Chloroflexi;c__TK10;__;__,k__Bacteria;p__Chloroflexi;c__TK10;o__AKYG885;f__5B-12,k__Bacteria;p__Chloroflexi;c__TK10;o__AKYG885;f__Dolo_23,k__Bacteria;p__Chloroflexi;c__TK10;o__B07_WMSP1;__,k__Bacteria;p__Chloroflexi;c__TK10;o__B07_WMSP1;f__,k__Bacteria;p__Chloroflexi;c__TK10;o__B07_WMSP1;f__FFCH4570,k__Bacteria;p__Chloroflexi;c__TK17;o__mle1-48;f__,k__Bacteria;p__Chloroflexi;c__Thermomicrobia;o__JG30-KF-CM45;f__,k__Bacteria;p__Cyanobacteria;__;__;__,k__Bacteria;p__Cyanobacteria;c__Chloroplast;__;__,k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Chlorophyta;f__,k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Chlorophyta;f__Chlamydomonadaceae,k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Stramenopiles;f__,k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Streptophyta;f__,k__Bacteria;p__Cyanobacteria;c__ML635J-21;o__;f__,k__Bacteria;p__Elusimicrobia;c__;o__;f__,k__Bacteria;p__FBP;c__;o__;f__,k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;__,k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Alicyclobacillaceae,k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae,k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae,k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae,k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Sporolactobacillaceae,k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Thermoactinomycetaceae,k__Bacteria;p__Firmicutes;c__Clostridia;__;__,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;__,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Gracilibacteraceae,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae,k__Bacteria;p__Firmicutes;c__Clostridia;o__OPB54;f__,k__Bacteria;p__GN02;c__BD1-5;o__;f__,k__Bacteria;p__Gemmatimonadetes;c__;o__;f__,k__Bacteria;p__Gemmatimonadetes;c__Gemm-1;o__;f__,k__Bacteria;p__Gemmatimonadetes;c__Gemm-3;o__;f__,k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;__;__,k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__;f__,k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__C114;f__,k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Ellin5290;f__,k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__,k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Ellin5301,k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__N1423WL;f__,k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__0319-6A21,k__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__Nitrospiraceae,k__Bacteria;p__OD1;c__ZB2;o__;f__,k__Bacteria;p__Planctomycetes;__;__;__,k__Bacteria;p__Planctomycetes;c__028H05-P-BN-P5;o__;f__,k__Bacteria;p__Planctomycetes;c__C6;o__MVS-107;f__,k__Bacteria;p__Planctomycetes;c__C6;o__d113;f__,k__Bacteria;p__Planctomycetes;c__OM190;o__CL500-15;f__,k__Bacteria;p__Planctomycetes;c__OM190;o__agg27;f__,k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__CPla-3;f__,k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__Phycisphaerales;__,k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__Phycisphaerales;f__,k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__Pla1;f__,k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__WD2101;f__,k__Bacteria;p__Planctomycetes;c__Pla3;o__;f__,k__Bacteria;p__Planctomycetes;c__Planctomycetia;__;__,k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Gemmatales;f__Gemmataceae,k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Gemmatales;f__Isosphaeraceae,k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae,k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae,k__Bacteria;p__Planctomycetes;c__vadinHA49;o__p04_C01;f__,k__Bacteria;p__Proteobacteria;__;__;__,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;__;__,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__BD7-3;f__,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Ellin329;f__,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;__,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylocystaceae,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Phyllobacteriaceae,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhodobiaceae,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Hyphomonadaceae,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;__,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__mitochondria,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;__,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;__;__,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__;f__,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__A21b;f__EB1003,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__A21b;f__UD5,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;__,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Ellin6067;f__,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__IS-44;f__,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__MND1;f__,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Methylophilales;f__,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Methylophilales;f__Methylophilaceae,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales;f__Nitrosomonadaceae,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Rhodocyclaceae,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__SC-I-84;f__,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;__;__,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__;f__,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Bdellovibrionales;f__Bacteriovoracaceae,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Bdellovibrionales;f__Bdellovibrionaceae,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__MIZ46;f__,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;__,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__0319-6G20,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Cystobacteraceae,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Cystobacterineae,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Haliangiaceae,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Myxococcaceae,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Nannocystaceae,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Polyangiaceae,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__NB1-j;f__NB1-i,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Spirobacillales;f__,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Syntrophobacterales;__,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Syntrophobacterales;f__Syntrophobacteraceae,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__[Entotheonellales];f__[Entotheonellaceae],k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;__;__,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Alteromonadaceae,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;__,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__HTCC2188;f__HTCC2089,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales;__,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales;f__,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales;f__Coxiellaceae,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales;f__Legionellaceae,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;__,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiotrichales;f__Piscirickettsiaceae,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;__,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Sinobacteraceae,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae,k__Bacteria;p__Proteobacteria;c__TA18;o__PHOS-HD29;f__,k__Bacteria;p__TM6;c__SJA-4;__;__,k__Bacteria;p__TM6;c__SJA-4;o__;f__,k__Bacteria;p__TM7;__;__;__,k__Bacteria;p__TM7;c__SC3;o__;f__,k__Bacteria;p__TM7;c__TM7-1;o__;f__,k__Bacteria;p__TM7;c__TM7-3;__;__,k__Bacteria;p__TM7;c__TM7-3;o__;f__,k__Bacteria;p__TM7;c__TM7-3;o__EW055;f__,k__Bacteria;p__TM7;c__TM7-3;o__I025;f__,k__Bacteria;p__Tenericutes;c__Mollicutes;o__Anaeroplasmatales;f__Anaeroplasmataceae,k__Bacteria;p__Verrucomicrobia;c__Opitutae;o__Opitutales;f__Opitutaceae,k__Bacteria;p__Verrucomicrobia;c__Opitutae;o__[Cerasicoccales];f__[Cerasicoccaceae],k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae,k__Bacteria;p__Verrucomicrobia;c__[Methylacidiphilae];o__S-BQ2-57;f__,k__Bacteria;p__Verrucomicrobia;c__[Pedosphaerae];o__[Pedosphaerales];__,k__Bacteria;p__Verrucomicrobia;c__[Pedosphaerae];o__[Pedosphaerales];f__,k__Bacteria;p__Verrucomicrobia;c__[Pedosphaerae];o__[Pedosphaerales];f__Ellin515,k__Bacteria;p__Verrucomicrobia;c__[Pedosphaerae];o__[Pedosphaerales];f__Ellin517,k__Bacteria;p__Verrucomicrobia;c__[Pedosphaerae];o__[Pedosphaerales];f__OPB35,k__Bacteria;p__Verrucomicrobia;c__[Pedosphaerae];o__[Pedosphaerales];f__[Pedosphaeraceae],k__Bacteria;p__Verrucomicrobia;c__[Pedosphaerae];o__[Pedosphaerales];f__auto67_4W,k__Bacteria;p__Verrucomicrobia;c__[Spartobacteria];o__[Chthoniobacterales];f__[Chthoniobacteraceae],k__Bacteria;p__WS3;c__PRR-12;o__LD1-PA13;f__,k__Bacteria;p__WS3;c__PRR-12;o__Sediment-1;f__,k__Bacteria;p__WS3;c__PRR-12;o__Sediment-1;f__PRR-10,k__Bacteria;p__WS3;c__PRR-12;o__wb1_H11;f__,k__Bacteria;p__[Thermi];c__Deinococci;o__Deinococcales;f__Deinococcaceae,PlatePosition,Plant,CeO2,Age,Compartment,Stem-g,Pods-g,Beans-g,Leaves-g,Nodules-g,Nodules-mg,Nodules-mg-count,Shoots-g,Stem-cm,Pods-count,Beans-count,Beans-g-count,Compartment-Age,Compartment-CeO2
Root-C-1,2.0,64.0,2.0,0.0,0.0,5.0,9.0,0.0,4.0,41.0,0.0,5.0,122.0,163.0,0.0,0.0,6.0,0.0,5.0,2.0,6.0,0.0,11.0,20.0,0.0,0.0,31.0,0.0,2.0,0.0,7.0,2.0,0.0,25.0,418.0,11.0,62.0,0.0,0.0,0.0,30.0,3.0,29.0,5.0,0.0,690.0,27.0,0.0,0.0,0.0,7.0,73.0,0.0,59.0,8.0,251.0,5.0,24.0,21.0,585.0,4.0,2.0,3.0,30.0,34.0,0.0,2.0,0.0,29.0,8.0,50.0,22.0,3.0,1.0,0.0,8.0,0.0,0.0,30.0,58.0,0.0,88.0,12.0,0.0,2.0,3.0,109.0,4.0,0.0,70.0,679.0,3.0,2.0,2.0,1908.0,0.0,6.0,0.0,7.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,3.0,0.0,0.0,4.0,0.0,3.0,432.0,24.0,9.0,0.0,0.0,70.0,16.0,6.0,6.0,4.0,0.0,2.0,4.0,0.0,0.0,2.0,0.0,9.0,7.0,0.0,0.0,22.0,116.0,10913.0,0.0,5.0,0.0,0.0,30.0,669.0,81.0,0.0,14.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,59.0,0.0,25.0,20.0,2.0,7.0,96.0,146.0,77.0,16.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,260.0,0.0,0.0,33.0,28.0,43.0,41.0,5.0,8.0,26.0,25.0,0.0,3047.0,213.0,11.0,62.0,2032.0,422.0,0.0,8.0,923.0,1499.0,0.0,306.0,25.0,0.0,35.0,3.0,13.0,261.0,6.0,1279.0,806.0,1974.0,5.0,0.0,37.0,7.0,131.0,0.0,2613.0,3737.0,6614.0,68.0,0.0,0.0,0.0,458.0,0.0,0.0,14.0,39.0,0.0,0.0,0.0,11.0,0.0,17.0,184.0,4.0,0.0,2.0,26.0,0.0,0.0,4.0,4.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,26.0,0.0,5.0,24.0,35.0,0.0,0.0,0.0,18887.0,0.0,2.0,113.0,1168.0,0.0,0.0,7.0,0.0,18.0,16.0,0.0,48.0,383.0,2.0,257.0,142.0,0.0,17.0,0.0,29.0,5.0,12.0,13.0,0.0,0.0,18.0,626.0,0.0,5.0,3.0,0.0,0.0,A1,C-1,Control,Control,Root,0.55,0.74,0.78,0.87,15.0,90.0,6.0,2.94,26.416,3.0,6.0,0.13,Root-Control,Root-Control
